date,demand
2014-11-29,3970
2014-11-30,3687
2014-12-01,2990
2014-12-02,2880
2014-12-03,3125
2014-12-04,3012
2014-12-05,4260
2014-12-06,4272
2014-12-07,3928
2014-12-08,2620
2014-12-09,2720
2014-12-10,2748
2014-12-11,2745
2014-12-12,3213
2014-12-13,4333
2014-12-14,4000
2014-12-15,2993
2014-12-16,2794
2014-12-17,2793
2014-12-18,3088
2014-12-19,3362
2014-12-20,4549
2014-12-21,3845
2014-12-22,3337
2014-12-23,3923
2014-12-24,2927
2014-12-25,0
2014-12-26,3093
2014-12-27,3631
2014-12-28,2993
2014-12-29,2818
2014-12-30,2824
2014-12-31,3418
2015-01-01,2629
2015-01-02,4114
2015-01-03,4053
2015-01-04,3657
2015-01-05,2762
2015-01-06,2928
2015-01-07,2233
2015-01-08,1924
2015-01-09,3406
2015-01-10,5365
2015-01-11,3976
2015-01-12,3077
2015-01-13,2663
2015-01-14,3046
2015-01-15,3251
2015-01-16,3742
2015-01-17,5600
2015-01-18,3599
2015-01-19,3195
2015-01-20,2492
2015-01-21,2664
2015-01-22,2624
2015-01-23,3287
2015-01-24,5097
2015-01-25,3959
2015-01-26,2644
2015-01-27,2656
2015-01-28,2882
2015-01-29,2688
2015-01-30,4034
2015-01-31,6902
2015-02-01,1847
2015-02-02,3046
2015-02-03,3371
2015-02-04,3220
2015-02-05,3405
2015-02-06,4027
2015-02-07,5791
2015-02-08,4940
2015-02-09,3085
2015-02-10,3039
2015-02-11,3327
2015-02-12,3370
2015-02-13,3938
2015-02-14,4812
2015-02-15,4758
2015-02-16,3257
2015-02-17,2716
2015-02-18,2530
2015-02-19,2693
2015-02-20,3534
2015-02-21,5271
2015-02-22,4458
2015-02-23,2805
2015-02-24,2863
2015-02-25,2707
2015-02-26,2756
2015-02-27,3492
2015-02-28,5483
2015-03-01,4730
2015-03-02,3277
2015-03-03,2351
2015-03-04,3153
2015-03-05,3009
2015-03-06,3714
2015-03-07,5115
2015-03-08,4739
2015-03-09,3252
2015-03-10,2568
2015-03-11,2863
2015-03-12,2960
2015-03-13,3390
2015-03-14,4656
2015-03-15,4945
2015-03-16,2974
2015-03-17,2473
2015-03-18,2746
2015-03-19,2521
2015-03-20,3113
2015-03-21,4568
2015-03-22,4267
2015-03-23,2729
2015-03-24,2818
2015-03-25,2599
2015-03-26,2750
2015-03-27,3253
2015-03-28,4617
2015-03-29,4218
2015-03-30,2641
2015-03-31,2803
2015-04-01,2907
2015-04-02,3100
2015-04-03,4441
2015-04-04,5330
2015-04-05,3167
2015-04-06,2750
2015-04-07,2561
2015-04-08,2915
2015-04-09,2760
2015-04-10,3595
2015-04-11,4737
2015-04-12,4431
2015-04-13,3103
2015-04-14,2778
2015-04-15,3154
2015-04-16,2737
2015-04-17,3025
2015-04-18,4594
2015-04-19,4447
2015-04-20,2734
2015-04-21,2605
2015-04-22,2762
2015-04-23,2552
2015-04-24,3374
2015-04-25,4927
2015-04-26,4168
2015-04-27,2799
2015-04-28,2529
2015-04-29,2674
2015-04-30,3002
2015-05-01,3933
2015-05-02,4624
2015-05-03,4412
2015-05-04,3278
2015-05-05,2997
2015-05-06,3025
2015-05-07,2766
2015-05-08,3736
2015-05-09,5183
2015-05-10,3435
2015-05-11,3131
2015-05-12,2829
2015-05-13,2867
2015-05-14,3231
2015-05-15,3497
2015-05-16,4260
2015-05-17,4588
2015-05-18,3025
2015-05-19,2712
2015-05-20,2938
2015-05-21,3038
2015-05-22,3551
2015-05-23,3824
2015-05-24,3612
2015-05-25,3582
2015-05-26,2853
2015-05-27,2803
2015-05-28,2810
2015-05-29,3397
2015-05-30,4602
2015-05-31,4042
2015-06-01,3258
2015-06-02,2899
2015-06-03,3582
2015-06-04,3327
2015-06-05,3624
2015-06-06,4492
2015-06-07,4811
2015-06-08,3200
2015-06-09,3417
2015-06-10,3221
2015-06-11,3141
2015-06-12,3951
2015-06-13,4273
2015-06-14,4421
2015-06-15,3318
2015-06-16,2965
2015-06-17,3076
2015-06-18,3319
2015-06-19,3937
2015-06-20,4349
2015-06-21,3784
2015-06-22,2673
2015-06-23,3061
2015-06-24,2908
2015-06-25,2969
2015-06-26,3519
2015-06-27,3938
2015-06-28,3845
2015-06-29,3122
2015-06-30,3000
2015-07-01,3366
2015-07-02,3827
2015-07-03,5243
2015-07-04,3236
2015-07-05,3927
2015-07-06,3301
2015-07-07,3130
2015-07-08,3165
2015-07-09,3422
2015-07-10,3811
2015-07-11,4513
2015-07-12,4469
2015-07-13,3010
2015-07-14,3203
2015-07-15,3301
2015-07-16,3408
2015-07-17,4488
2015-07-18,4120
2015-07-19,4290
2015-07-20,3014
2015-07-21,2928
2015-07-22,3177
2015-07-23,2854
2015-07-24,3621
2015-07-25,4036
2015-07-26,3920
2015-07-27,3057
2015-07-28,2865
2015-07-29,2875
2015-07-30,3208
2015-07-31,4212
2015-08-01,4725
2015-08-02,4809
2015-08-03,3787
2015-08-04,3048
2015-08-05,3183
2015-08-06,2862
2015-08-07,3380
2015-08-08,3839
2015-08-09,4070
2015-08-10,2960
2015-08-11,3145
2015-08-12,2850
2015-08-13,3097
2015-08-14,3506
2015-08-15,4055
2015-08-16,4399
2015-08-17,3246
2015-08-18,3101
2015-08-19,3043
2015-08-20,2791
2015-08-21,3350
2015-08-22,4248
2015-08-23,3991
2015-08-24,2929
2015-08-25,2689
2015-08-26,3027
2015-08-27,2862
2015-08-28,3685
2015-08-29,4553
2015-08-30,4499
2015-08-31,3289
2015-09-01,3258
2015-09-02,3189
2015-09-03,3329
2015-09-04,3537
2015-09-05,4235
2015-09-06,3736
2015-09-07,3556
2015-09-08,2658
2015-09-09,3179
2015-09-10,2989
2015-09-11,3832
2015-09-12,4765
2015-09-13,4173
2015-09-14,3157
2015-09-15,2985
2015-09-16,2822
2015-09-17,3094
2015-09-18,3426
2015-09-19,4444
2015-09-20,4175
2015-09-21,2697
2015-09-22,2761
2015-09-23,2674
2015-09-24,2877
2015-09-25,3447
2015-09-26,4394
2015-09-27,4312
2015-09-28,2711
2015-09-29,2788
2015-09-30,2860
2015-10-01,3285
2015-10-02,3998
2015-10-03,5027
2015-10-04,4320
2015-10-05,3225
2015-10-06,3061
2015-10-07,2768
2015-10-08,3297
2015-10-09,4186
2015-10-10,4799
2015-10-11,4262
2015-10-12,3303
2015-10-13,2992
2015-10-14,3217
2015-10-15,3062
2015-10-16,3601
2015-10-17,4445
2015-10-18,4228
2015-10-19,3019
2015-10-20,2841
2015-10-21,3092
2015-10-22,2891
2015-10-23,3950
2015-10-24,4890
2015-10-25,4328
2015-10-26,2918
2015-10-27,2793
2015-10-28,2640
2015-10-29,2980
2015-10-30,4199
2015-10-31,4159
2015-11-01,4305
2015-11-02,3155
2015-11-03,3197
2015-11-04,2578
2015-11-05,3027
2015-11-06,3728
2015-11-07,4687
2015-11-08,4134
2015-11-09,3028
2015-11-10,2735
2015-11-11,2976
2015-11-12,2752
2015-11-13,3806
2015-11-14,5297
2015-11-15,4225
2015-11-16,2791
2015-11-17,2271
2015-11-18,2975
2015-11-19,3188
2015-11-20,4876
2015-11-21,3532
2015-11-22,4436
2015-11-23,3073
2015-11-24,3185
2015-11-25,3743
2015-11-26,1607
2015-11-27,2713
2015-11-28,3676
2015-11-29,3965
2015-11-30,2828
2015-12-01,3253
2015-12-02,2913
2015-12-03,3711
2015-12-04,4334
2015-12-05,5293
2015-12-06,4882
2015-12-07,3053
2015-12-08,2818
2015-12-09,3420
2015-12-10,3036
2015-12-11,3607
2015-12-12,4612
2015-12-13,4177
2015-12-14,3238
2015-12-15,3396
2015-12-16,3179
2015-12-17,3157
2015-12-18,3765
2015-12-19,4654
2015-12-20,4522
2015-12-21,3735
2015-12-22,3620
2015-12-23,4267
2015-12-24,3772
2015-12-25,2
2015-12-26,3609
2015-12-27,3649
2015-12-28,1521
2015-12-29,2683
2015-12-30,3627
2015-12-31,4938
2016-01-01,3567
2016-01-02,5007
2016-01-03,4061
2016-01-04,3044
2016-01-05,3315
2016-01-06,3032
2016-01-07,2861
2016-01-08,3791
2016-01-09,5284
2016-01-10,4086
2016-01-11,2850
2016-01-12,2606
2016-01-13,2694
2016-01-14,3621
2016-01-15,4551
2016-01-16,5689
2016-01-17,3709
2016-01-18,2719
2016-01-19,2906
2016-01-20,3147
2016-01-21,2815
2016-01-22,3549
2016-01-23,4776
2016-01-24,4600
2016-01-25,2798
2016-01-26,2466
2016-01-27,2937
2016-01-28,3036
2016-01-29,3845
2016-01-30,5538
2016-01-31,5034
2016-02-01,3740
2016-02-02,2460
2016-02-03,3135
2016-02-04,2831
2016-02-05,3676
2016-02-06,5516
2016-02-07,4461
2016-02-08,2597
2016-02-09,3313
2016-02-10,3180
2016-02-11,3899
2016-02-12,4308
2016-02-13,5490
2016-02-14,4467
2016-02-15,3524
2016-02-16,3173
2016-02-17,3405
2016-02-18,3207
2016-02-19,3846
2016-02-20,5538
2016-02-21,4779
2016-02-22,3095
2016-02-23,2858
2016-02-24,2982
2016-02-25,3095
2016-02-26,3565
2016-02-27,4992
2016-02-28,5039
2016-02-29,3451
2016-03-01,2188
2016-03-02,3507
2016-03-03,3496
2016-03-04,3813
2016-03-05,5396
2016-03-06,5451
2016-03-07,2992
2016-03-08,2886
2016-03-09,3373
2016-03-10,3254
2016-03-11,3790
2016-03-12,5196
2016-03-13,4764
2016-03-14,3301
2016-03-15,3209
2016-03-16,3176
2016-03-17,3028
2016-03-18,3509
2016-03-19,5102
2016-03-20,5003
2016-03-21,3249
2016-03-22,3033
2016-03-23,2751
2016-03-24,2718
2016-03-25,5094
2016-03-26,6150
2016-03-27,3550
2016-03-28,3039
2016-03-29,2780
2016-03-30,2692
2016-03-31,2858
2016-04-01,4362
2016-04-02,5119
2016-04-03,5370
2016-04-04,3168
2016-04-05,3231
2016-04-06,2996
2016-04-07,3288
2016-04-08,3866
2016-04-09,6182
2016-04-10,4995
2016-04-11,3493
2016-04-12,3388
2016-04-13,3169
2016-04-14,3241
2016-04-15,3862
2016-04-16,4862
2016-04-17,4812
2016-04-18,3236
2016-04-19,3069
2016-04-20,3242
2016-04-21,3324
2016-04-22,3991
2016-04-23,4772
2016-04-24,4874
2016-04-25,3166
2016-04-26,3194
2016-04-27,3267
2016-04-28,3201
2016-04-29,4143
2016-04-30,5318
2016-05-01,5228
2016-05-02,3502
2016-05-03,3456
2016-05-04,3444
2016-05-05,3730
2016-05-06,4142
2016-05-07,5432
2016-05-08,4059
2016-05-09,3895
2016-05-10,3227
2016-05-11,3948
2016-05-12,3682
2016-05-13,3978
2016-05-14,5527
2016-05-15,5488
2016-05-16,3505
2016-05-17,3323
2016-05-18,3242
2016-05-19,3478
2016-05-20,3813
2016-05-21,5002
2016-05-22,5054
